,news,label,Unnamed: 0
11388,"AT #38;T Chief David Dorman says he expects VoIP to be a \$2 billion-a-year business, small change for his company.",4,5388.0
11389,"Reuters - Major League Baseball has approved\the creation of a national cable television channel devoted to\America's favorite pastime, but regular-season games may be\confined to the dugouts for the network's first year, a top\league official said on Friday.",2,5389.0
11390,"Canadian Press - TORONTO (CP) - Sweet-talking carnies wasted no time launching into their well-rehearsed patter Friday at the opening day of the Canadian National Exhibition, hoping to put the plagues of the previous summer behind them.",1,5390.0
11391,"AP - A federal judge Friday revoked a permit to develop a limestone mine amid 6,000 acres of habitat that could be used by the endangered Florida panther.",4,5391.0
11392," WASHINGTON (Reuters) - Arch Coal Inc &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=ACI.N target=/stocks/quickinfo/fullquote""&gt;ACI.N&lt;/A&gt;. on Friday  pressed forward with its acquisition of rival Triton Coal Co.  LLC after a U.S. appeals court denied an emergency request by  antitrust authorities to block the deal.",3,5392.0
11393,A court in Japan rejects former chess champion Bobby Fischer's request to halt \his deportation to the US.,1,5393.0
11394,University of Maryland head football coach Ralph Friedgen signed a contract extension on Friday that will keep him in College Park through 2012.,2,5394.0
11395,"If Y2K is remembered for getting companies to buy new hardware and upgrade old software, the latest driver of change, Sarbanes-Oxley, will be remembered for democratizing information and making accountability a companywide responsibility. Its reporting requirements make it mandatory that businesses hold everyone's feet to the fire.",3,5395.0
11396,"Well, I had my second date with Margot last week. It was nice. We attended a seminar on multimodal component interfaces and then went on a romantic stroll around a waste treatment facility. She says the smell of methane calms her nerves. I sure can pick em, cant I?",3,5396.0
11397,"Javalobby, an online community of Java developers, has removed from its new JDocs documentation Web site several vital Java APIs at the request of Java founder Sun Microsystems, an official with Javalobby said on Friday.",4,5397.0
11398,ASHINGTON - The U.S. Federal Communications Commission (FCC) will require incumbent telephone carriers to continue offering parts of their networks to competitors while the commission rewrites those network-sharing rules.,4,5398.0
11399,Reuters - Mario Ancic and Ivan Ljubicic of Croatia beat fifth-seeded Mahesh Bhupathi and Leander Paes of India 7-6 (7-5) 4-6 16-14 in the men's doubles bronze medal match at the Olympic Games on Friday.,1,5399.0
11400,"AP - The city's decision to deny a permit to protesters for a rally on Central Park's Great Lawn on the weekend before the Republican National Convention is about preserving the lawn, not suppressing speech, lawyers for the city said in federal court Friday.",1,5400.0
11401,"AP - A volunteer for John Kerry said Friday he picked up a flier in Bush-Cheney headquarters in Gainesville, Fla., promoting Swift Boat Veterans for Truth, a group the Bush campaign has insisted for weeks it has no connection to.",1,5401.0
11402,"Reuters - A U.S. bankruptcy court judge on Friday\granted United Airlines another 30 days of exclusivity, giving\it until the end of September to file its own reorganization\plan without competing plans from creditors.",3,5402.0
11403,AP - The bombing of a U.N. election office in Afghanistan that injuring six policemen drew calls from a U.N. union Friday for a withdrawal of staffers from the embattled nation.,1,5403.0
11404," ATHENS (Reuters) - Greece was rocked by the threat of being  stripped of an Athens Games medal and the host nation's team  manager offered to quit on Friday, as doping overshadowed  Michael Phelps' drive to be Olympic swimming's top medal  winner.",2,5404.0
11405,A Chilean judge questions former dictator Augusto Pinochet about secret US bank accounts.,1,5405.0
11406,"An Independent News writer tells of his switch from Windows to a 15-inch PowerBook,:  #147;Two months in, I have a prevailing sense of security and safety. There #146;s been not a sniff of system meltdown. The software and security updates are easy, convenient and (via broadband) fast. The sense of considerable computing power and massive processing going on is very evident, but it feels secure behind the OS X firewall and a router; and all with no need for antivirus software. #148; Aug 20",4,5406.0
11407,"AP - Michael Phelps ended his magnificent Olympics with a magnanimous gesture. He matched Mark Spitz's record of four individual gold medals in the pool, then gave up a coveted spot on the 400-meter medley relay team to Ian Crocker  #151; whom Phelps had just beaten.",2,5407.0
11408,AP - New York Mets infielder Joe McEwing is likely done for the season after breaking a bone in his left leg.,2,5408.0
11409," NEW YORK (Reuters) - U.S. chain store sales rose in the  week ended December 4, as average sales were generally ahead of  last year, but customer counts were down, a report said on  Tuesday.",3,5409.0
11410,"AP - Scott McCarron made four birdies in 12 holes, moving into a four-way tie for the lead in the second round of the Reno-Tahoe Open on Friday before thunderstorms forced play to be suspended.",2,5410.0
11411,"AP - Spending by presidential and congressional candidates and the national party committees that support them already tops  #36;1 billion for the 2004 election cycle, with more than two months of campaigning to go.",1,5411.0
11412,Reuters - Democrat John\Kerry asked the Federal Election Commission on Friday to force\a group accused of collaborating with the Bush campaign to\withdraw ads challenging his service in Vietnam as the\presidential race took a decidedly bitter turn.,1,5412.0
11413,The Communist Party is using the 100th anniversary of Deng Xiaoping's birthday to emphasize the urgency of overhauling the one-party political system.,1,5413.0
11414,"The Bush administration, moving to lend support to Prime Minister Ariel Sharon, has approved growth in some Israeli settlements in the West Bank.",1,5414.0
11415,British rower Matthew Pinsent will be aiming for his fourth Olympic gold when 'Super Saturday' starts in Athens.,2,5415.0
11416,"Reuters - India said on Tuesday its national cricket team's Bangladesh tour could begin, after a threat from an Islamic militant group prompted a security review.",1,5416.0
11417,"AP - In a judicial blow to the entertainment industry, a federal appeals court ruled that makers of two leading file-sharing programs are not legally liable for the songs, movies and other copyright works their users swap online.",4,5417.0
11418,AP - France's highest administrative body on Friday ordered a Lebanese TV network linked to the anti-Israel group Hezbollah to adhere to broadcast regulations or face being banned from French airwaves.,1,5418.0
11419,AFP - Egypt said it has charged an Iranian diplomat and an Egyptian national over a plot to assassinate an unidentified public figure.,1,5419.0
11420,Dozens of the political action committee's subscriber pages exposed by simple Google search.,4,5420.0
11421,"Despite the parallels with the oil shocks of past decades, the impact of the oil spike on the economy is likely to be much less intense than in previous surges.",3,5421.0
11422,"The Rouse Company, the mall developer that has reshaped the nation's landscape, agreed to be acquired by General Growth Properties for \$7.2 billion in cash.",3,5422.0
11423," NEW YORK (Reuters) - The Xbox version of ""Doom 3,"" the  long-awaited PC video game recently released to wide acclaim,  is not likely to be released in 2004 dealing a blow to  enthusiastic game players who are anxiously awaiting it.",4,5423.0
11424,"Reuters - The Xbox version of ""Doom 3,"" the\long-awaited PC video game recently released to wide acclaim,\is not likely to be released in 2004 dealing a blow to\enthusiastic game players who are anxiously awaiting it.",4,5424.0
11425,"Reuters - Democratic presidential\contender Sen. John Kerry nearly caught up to President Bush's\record-breaking fund-raising efforts by taking in  #36;233.5\million, his campaign said on Friday, just behind the\incumbent's  #36;242 million.",1,5425.0
11426,"Plenty of spouses would probably sometimes like to forget their nuptials, but a spate of South African single woman were recently in for the shock of their lives when they discovered that they were in fact married. This prompted the country's department of Home Affairs to launch a marital status awareness campaign, in order to clamp down on the illegal marriages.",4,5426.0
